,title,label
2414,"at endaugust , sampo was nordea biggest shareholder with a 20.6 stake , followed by the state with 19.9 .",2
3766,the annual value of the contracts is estimated at usd 2mn over the next three years .,2
236,"net interest income was eur 152.2 mn , up from eur 101.0 mn in 2008 .",1
3645,inha works has invested in its product development and market research .,2
4661,"cargo traffic fell 1 yearonyear to 8,561 tonnes in september 2009 .",0
4785,"the announcement pushed freenet shares down 6.3 , or eur0 .71 , in frankfurt trade to eur10 .65 as investors gave up hope united internet ag and drillisch would pursue their own takeover and breakup of freenet .",0
3246,the financial details of the acquisition were not disclosed .,2
690,"finnish sampo bank , of danish danske bank group , reports profit before taxes of eur 152.3 mn in 2010 , up from eur 32.7 mn in 2009 .",1
4606,sales fell abroad but increased in finland .,2
3173,"the business units of the investlesprom group cover the full forest industry chain , and the group owns forests , sawmills , paper and pulp mills , and other processing plants .",2
3018,the acquisition sum has not been disclosed .,2
3467,cash flow from operating activities before investments was eur 7.6 million eur 2.5 million .,2
2458,"finnish metal components supplier componenta on december 26 , 2006 applied for approval with the turkish capital markets board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer doktas dokumculuk .",2
1157,"according to the company , staff will be laid off temporarily when necessary .",0
1116,welcome,2
1463,"tikkurila has an interesting growth strategy , which we support .",2
1091,"the estonian beverages maker a. le coq today brought to the market a new premium class beer , a. le coq special , investing 6 million kroons eur 383,000 into its development and planning to sell three million liters of the beer during the next year .",2
80,"the 718,430 new series a shares will become subject to trading on the helsinki stock exchange main list , together with the old series a shares , on july 3 , 2006 .",2
1823,i am pleased that bjorn wahlroos has accepted the nomination .,1
2039,the company moved to an operating profit of eur10 .9 m versus an operating loss of eur15 .3 m. it also turned to eps of eur0 .08 versus loss per share of eur0 .04 .,1
2288,"mformation and nokia noted they have established interoperability agreements that cover commercially proven , standardsbased management of mobile devices , as well as mobile device security and mobile application management .",1
2624,the deliveries are scheduled for the summer and autumn of 2008 .,2
1309,"overall , 50 percent of respondents were confident about their security when banking online .",1
2719,"if you need malware removal tools , type the url of your vendor of choice directly into the browser bar and use links on their website , wrote trend micro rik ferguson on monday .",2
3735,"risto raty , tekla executive vice president , said that tekla structures and archicad will cover the entire design and documentation workflow throughout a construction project .",2
607,"progress group , qpr representative in saudi arabia and north africa , has signed a framework agreement for a long term strategic relationship with ise .",1
2392,after that the two companies sat down and sewed up the present deal .,2
4143,"trading code eli1v number of shares 99,483 priceshare gratuitous after the transfer , elisa holds a total of 10,435,023 own shares .",2
1356,"the business has sales of about euro 35 million 44million , and has been responsible for sales and marketing of lanxess paper chemicals business , which kemira bought for euro 88 million early this year cw , jan. 11 , p. 22 .",2
933,21 december 2010 finnish industrial machinery company wartsila oyj abp hel wrt1v said yesterday it had won an order to design a liquefied natural gas lng powered platform supply vessel psv for norwegian oil service provider eidesvik offshore asa osl eiof .,1
2983,it not .,2
749,"a portion , 12.5 million , will be recorded as part of its winnings in a prior patent dispute with finnish phone maker nokia oyj .",1
3931,the value of the contract is about eur 27mn .,2
4119,"it would be premature to talk about dates , volume and the investment procedure , he said .",2
1295,"of course , you ll have direct access to nokia ovi store , so you ll have lots of fun downloading your favorite media .",2
1238,he also mentions that this improvement to the service follows the recent expansion of the finnlines service from bilbao via antwerp and helsinki and from hull via helsinki to st. petersburg .,1
447,"the building owner and developer , sun hung kai properties group , is one of the largest property companies in hong kong , developing all types of premium residential and commercial projects for sale and investment .",2
3209,"the company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",2
4391,"at present , the trade mark pitprodukt is littleknown outside the northwest of russia .",0
3737,rosa is one of the bestknown duckburg illustrators .,2
4647,"26 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v , or l t , said today its net profit declined to eur20 .9 m for the first nine months of 2010 from eur27 .6 m for the same period a year earlier .",0
